Course ID,Course Subject,Course Number,Course Name,Career,Course Description
037198,GPLL,233,Business Research Essentials,PDEV,"This workshop is designed to guide graduate students through the major business resources that are available via the Concordia Library system, to help students maximize their research expertise and time. Students will be shown how to find company and financial information, industry surveys, SWOT analysis, market research reports and consumer data. Furthermore, they will learn how to access peer-reviewed journals and popular business sources such as the Wall Street Journal and Harvard Business Review.The first 90 minutes will review the major resources, giving students hands-on time to explore the databases. The last 30 minutes will be dedicated to answering any additional questions that students may have.In this workshop, participants will: 1- Learn about the library services available to business students 2- Identify and use a variety of business information sourcesThis workshop is led by Michael Groenendyk.Michael Groenendyk is a Digital Scholarship and Business Librarian at Concordia"
037200,GPLL,235,Canadian Statistics and Microdata for the Social Sciences,PDEV,"This workshop will focus on the main sources of social statistics in Canada, namely Statistics Canadas Website, the Canadian Census, the National Household Survey (NHS). Provincial statistics (Institut de la Statistique du Qu?bec) will also be mentioned. The second part of the presentation will present the concept of microdata and introduce students to data available through the Data Liberation Initiative (DLI). We will review the best methods to identify relevant surveys. The various types of data files (PUMFs, Master Files) will be described and students will be shown how to access those files via the Odesi database, or by going to the Research Data Centre at McGill (QICSS). There will be a demonstration of Odesi which will focus on searching the platform for surveys and individual variables and on downloading datasets and associated documentation.In this workshop we will:1. Become familiar with the main Canadian sources of aggregate statistics and microdata2. Differentiate between aggregate statist"
037203,GPLL,238,Engineering & Computer Science Graduate Research Essentials,PDEV,"This workshop will introduce you to engineering-specific search tools, with a focus on Engineering Village, which is a sophisticated discovery platform for current and past engineering & computer science literature tracked in databases such as Compendex and INSPEC. As well, you will be introduced to tools that can help you manage your references and monitor research trends. During this workshop you will:1. Understand why Engineering Village and other specialized databases are important tools for searching the engineering literature. 2. Make use of search options and subject headings in an effective way. 3. Know the tools to manage your references and monitor research trends.This workshop is led by Chloe Lei.Chloe Lei is the Open Educational Resources Librarian and an Engineering Librarian at Concordia."
037206,GPLL,241,Copyright and your thesis,PDEV,"Copyright concerns us all, yet few are aware of its ramifications. It is the general legal regime which governs the creation and use of most cultural, scientific or knowledge works. As authors of theses and other documents, graduate students are key stakeholders in copyright. This workshop aims to raise awairness of copyright issues in writing a thesis.   After presenting general information about copyright, we will discuss how it applies to you as the author of a thesis. First and foremost, we will cover copyright ownership and licensing of your thesis. For example, all thesis written at Concordia University, since 2008, are available via an open archive called Spectrum on the internet site of the Libraries. Following this, we will discuss the use of copyrighted content within your thesis, such as images, tables, etc. The two main points to consider are exceptions to copyright as well as the process to seek permission. In this workshop, participants will:1- Understand the basic functioning of copyri"
037213,GPLL,250,Ethics in Research Involving Human Participants,PDEV,"This workshop will discuss fundamental ethical principles relating to research with human participants and the rationale for research ethics review. It will provide an overview of the applicable policies and review process at Concordia. It is also a great opportunity to ask specific questions relating to your own current or upcoming research.In this workshop you will learn about: 1- The principles of research ethics 2- The researcher?s responsibilities, including relevant policies 3- The research ethics review process at ConcordiaThis workshop will be led by Monica Toca, Manager, Research Ethics, Office of Research."
037215,GPLL,252,Intellectual Property - Patenting your research,PDEV,"This workshop is offered jointly by the Canadian Intellectual Property Office, the Office of Research and Legal Services. It is geared to provide an overview of the various concepts related to Intellectual Property (IP), its ownership and management in the context of Canadas and Concordia?s IP policy and legislative frameworks. Apart from their potential commercial value, patents are a publicly available storehouse of current and historical scientific knowledge spanning all disciplines. They are an indispensable resource which complements the scientific/ engineering journals and publications. The workshop will briefly look at the three criteria for patentability, the patent process, and present tools for searching patents.    The workshop will cover the following topics: ?What is an invention? ?Who is an inventor?   ?Is an invention patentable? ?Can patent searching inform my research directions - patent searching 101?Mechanisms and support available at Concordia for IP protection, management an"
037288,GPLL,465,Fund Writing Strategies for Masters (Thesis) and Doctoral Students,PDEV,"Are you considering applying for a scholarship, fellowship or award? Join us to learn more about proven tips and strategies for preparing a winning funding application. We will review the key elements of a funding application and the common criteria sought by application evaluators, as well as provide you with some tools to plan, manage, and write a funding application. The workshop will include interactive exercises where students will get the chance to practice articulating their research and receive feedback from peers. Note: This workshop is aimed at students in thesis-based programs. Related workshops in the Funding your Graduate Studies workshop series include:1. Funding Opportunities for Graduate Students in Thesis-Based Programs (GPLL466)2. Fund Writing Peer Review Groups (GPLL71, GPLL72 & GPLL73)3. NSERC Funding Information Sessions (GPLL463 & GPLL464)4. Tri-Council Funding Information Sessions (GPLL468 & GPLL467)After attending this workshop, participants will be able to:1."
037289,GPLL,466,Funding Opportunities for Graduate Students in Thesis-based programs,PDEV,"There are multiple funding resources available to graduate students who are completing academic research and writing a thesis. Join us to learn more about the range of graduate student funding opportunities including awards, research travel funds and mobility awards accessible through international, national, provincial and private agencies. This workshop is presented by the School of Graduate Studies and Concordia International. Complementary information sessions about studying abroad on exchange are offered regularly by Concordia International.Please note this workshop is most relevant for students in thesis-based programs. In this workshop you will:1. Increase your awareness of funding opportunities for graduate students.2. Learn about application processes for some awards programs.This workshop is led by Marwa Gouda, External Awards Advisor, Graduate Awards, School of Graduate Studies, and Bertille Tayoung, Coordinator, Mobility Bursaries, Concordia International.Bertille hol"
037290,GPLL,467,NSERC/ SSHRC/ CIHR Masters (Thesis) Funding Programs: Information Session for Applicants,PDEV,"Tri-Council agencies provide various levels of funding for Masters students in thesis-based programs, who are Canadian citizens or a Permanent Residents of Canada. The Canadian Tri-Council agencies are: ?Canadian Institutes of Health Research (CIHR)?Natural Sciences and Engineering Research Council of Canada (NSERC) ?Social Sciences and Humanities Research Council (SSHRC) The School of Graduate Studies works with the Tri-Council agencies to accept and process applications for these awards. In this information session the School of Graduate Studies will explain how the application process for Tri-Council Masters scholarships works at Concordia University.  Please note: This workshop is aimed for students in thesis-based masters programs. Related workshops in the Funding your Graduate Studies workshop series include:1. Fund Writing Strategies (GPLL465)2. Fund Writing peer review groups (GPLL71, GPLL72 & GPLL73)2. NSERC funding information sessions (GPLL463 & GPLL464)In this works"
037291,GPLL,468,NSERC/SSHRC/CIHR Doctoral Funding Programs: Information Session for Applicants,PDEV,"The Tri-Council agencies provide various levels of funding for Doctoral students, who are Canadian citizens or a Permanent Residents of Canada. The Canadian Tri-Council agencies are: ?Canadian Institutes of Health Research (CIHR)?Natural Sciences and Engineering Research Council of Canada (NSERC) ?Social Sciences and Humanities Research Council (SSHRC) The School of Graduate Studies works with the Tri-Council agencies to accept and process applications for these awards. In this information session the School of Graduate Studies will explain how the application process for Tri-Council Doctoral scholarships works at Concordia University.  Related workshops in the Funding your Graduate Studies workshop series include:1. Fund Writing Strategies (GPLL465)2. Fund Writing peer review groups (GPLL71, GPLL72 & GPLL73)2. NSERC funding information sessions (GPLL463 & GPLL464)In this workshop you will learn about the application process for Tri-Council Doctoral scholarships, as managed by the Scho"
046438,GPLL,35,Getting published: The peer review journal process,PDEV,"Getting published is one of your goals as a scholar, but understanding the process of getting published in not intuitive. How do you pick a journal? How do you collaborate with co-authors? When are you ready to submit? After submission, how do you respond to feedback? This workshop provides insight into the world of professional, peer-reviewed publications.  We start by exploring the considerations you should take when choosing a journal and submitting your paper. We then discuss the peer-review process and responding to feedback in a professional manner.  You will have the opportunity to critique real-life examples of journals, reviewer feedback and author responses. After attending this workshop, participants will be able to:1. Select an appropriate journal for their work 2. Describe the process of submitting a manuscript to a peer-reviewed journal 3. Identify the stages of peer review4. Respond effectively to peer reviews This workshop is led by Nadine Bekkouche, GradProSkills Team member"
047611,GPLL,70,Fund Writing Peer Review - Health Sciences,PDEV,"This peer writing group provides a supportive environment to develop your research statements for funding applications. IMPORTANT NOTES:1. Prior to this workshop participants will be asked to upload a draft of their funding application to Moodle, to allow the peer reviewers the chance to review your draft prior to the workshop. Time in-class will be spent in small groups discussing individual proposals.  2. Participants are strongly encouraged to attend GPSC465 ? Fund Writing Strategies prior to this workshop.3. This workshop is specifically for Health Sciences students. In this workshop, participates will have focused and dedicated time for developing your funding application in a peer supported environment.The peer reviewers who will lead this workshop have experience preparing a successful funding application to one of the Tri-council granting agency.  The workshop leaders include:- Denise Ma, PhD Candidate, Department of Psychology - Kester Dyer, Read Write & Present Group Leader, G"
047612,GPLL,71,Fund Writing Peer Review - NSERC & FQRNT,PDEV,This peer writing group provides a supportive environment to develop the research statement component of your funding application to the Natural Sciences and Engineering Research Council of Canada (NSERC) or the Fonds de Recherche du Qu?bec ? Nature et technologies (FQRNT).Time in-class will be spent in small groups discussing individual proposals. To participate in this workshop you must share your draft work with other students and the workshop leader.IMPORTANT NOTES1. Participants must have completed GPLL465 ? Fund Writing Strategies prior to this workshop.2. To participate in this workshop you MUST submit a draft of NSERC/FQRNT funding application to the workshop leaders prior to the workshop. An email will be sent to all participants 5 days prior to the workshop.  Advance submission will allow the workshop leader and peers to review your work and give you more personalized feedback.   If you do not provide a draft of your NSERC/FQRNT application in advance of the workshop you will be dropped
047613,GPLL,72,Fund Writing Peer Review - SSHRC & FQRSC,PDEV,This peer writing group provides a supportive environment to develop your research statements for funding applications to the Social Sciences and Humanities Research Council of Canada (SSHRC) and the Fonds de Recherche du Qu?bec - Soci?t? et Culture (FRQSC). Time in-class will be spent in small groups discussing individual proposals. To participate in this workshop you must share your draft work with other students and the workshop leader.IMPORTANT NOTES1. Participants must have completed GPLL465 ? Fund Writing Strategies prior to this workshop.2. To participate in this workshop you MUST submit a draft of SSHRC/FQRSC funding application to the workshop leaders prior to the workshop. An email will be sent to all participants 5 days prior to the workshop.  Advance submission will allow the workshop leader and peers to review your work and give you more personalized feedback.   If you do not provide a draft of your SSHRC/FQRSC application in advance of the workshop you will be dropped from the class
047690,GPLL,37,Writing a Literature Review,PDEV,"This workshop will define the various elements that comprise a literature review and provide practical strategies for students in the process of completing a literature review for coursework. Specific topics that are covered include identifying scholarly literature, creating and following a research plan, and assessing the usefulness of texts for your literature reviews.Students will also have the opportunity to read and examine samples of literature reviews from completed dissertations and critique them with their peers. After attending this workshop, participants will be able to:1. Describe the contents and purpose of a literature review2. Set a strategy for writing and structuring a literature review 3. Identify the benefits of note-taking and reference management tools when writing literature reviews 4. Identify acceptable sources for inclusion in literature reviews5. Identify criteria for the inclusion of sources in a literature reviewThis workshop is led by Joseph E. Brito. Joseph E"
047736,GPLL,249,Thesis Boost: 3-day writing retreat,PDEV,"Does your thesis or research paper need a boost? Then join us for this 3-day writing event, hosted in a supportive and motivating setting, and take a leap towards finishing your writing project.Thesis Boost is for graduate students who are in the middle to later stages of writing their thesis or research paper. We have reserved the Concordia Conference Centre, and we are inviting graduate students to spend three days to advance their writing project and adopt some good writing habits. In partnership with the Library, the Student Success Centre, Health Services, Counselling & Psychological Services, and le Gym, we will offer optional workshops, goal-setting activities, consultations with librarians and writing advisors, and healthy snacks to help you stay focused and productive. IMPORTANT NOTES- Participants should have begun writing their thesis or paper before participating in this event. - Computers will not be provided but can be borrowed from the Library, as availability permits. - Other works"
048143,GPLL,17,Succeeding in the Canadian Graduate Classroom,PDEV,"International graduate students encounter many unique challenges in Canadian classrooms. This workshop will help new international graduate students successfully navigate the Canadian classroom by providing an understanding of classroom etiquette, professor expectations, peer relations and cultural diversity.  During this workshop students will have the opportunity to reflect on their own expectations and experiences in the classroom, learn how to avoid conflict, and how to contribute to the Canadian classroom in a positive way, so they can achieve their ultimate goal of succeeding in their course.At the end of this workshop, participants will:1. Have a better understanding of Canadian classroom etiquette.2. Know common cultural factors that impact the international student experience. 3. Be aware of resources that exist to help international students adapt to Canadian graduate school.This workshop is led by Anna NigoghosianAnna has been working as an International Student Advisor since 200"
048173,GPLL,18,Building an Effective Graduate Student - Supervisor Relationship,PDEV,"Research shows that positive student supervisory experience is often key to success in graduate studies, it is complex, subtle, pivotal and responsible (Zhao, 2003). This workshop is designed to provide graduate students with practical tips and strategies on how to establish a positive relationship with their supervisor, and how to get the most out of their supervisory relationship.By the end of the workshop, participants will be able to:- Discuss, with the supervisor, expectations, concerns, and deliverables openly- Respond to and give feedback- Get the most out of supervisory meetingsThis workshop is led by Lorrie Blair, PhD, Professor and Acting Chair, Art Education, Fellow, School of Irish Studies."
048181,GPLL,463,"NSERC Funding Info Session for Masters (Thesis), PhD students and Postdocs",PDEV,"Representatives from the Natural Sciences and Engineering Research Council of Canada (NSERC) will be present on-campus to discuss their funding programs, how to prepare your  application, and respond to student?s questions. NSERC administers the Alexander Graham Bell Canada Graduate Scholarships for Masters and Doctoral students. These scholarships provide financial support to high-calibre students who are undertaking masters and doctoral level research in the natural sciences or engineering at a Canadian university. NOTE: The Alexander Graham Bell Canada Graduate Scholarship program is only open to Canadian citizens and permanent resident of Canada.If you are an undergraduate students considering a graduate degree and wishing to attend this session, you can register by sending an email to: GradProSkills.Registration@concordia.caIn this workshop, participants will learn about NSERC funding opportunities for Masters (Thesis) and PhD students, as well as post doctoral fellows. This inf"
048182,GPLL,464,NSERC Funding Info Session for Postdoctoral Fellows,PDEV,"Representatives from the Natural Sciences and Engineering Research Council of Canada (NSERC) will be present on-campus to discuss their funding programs and application procedures for Postdoctoral awards. NSERC administers the Postgraduate Scholarships-Doctoral (PGSD) program which provides financial support to high-calibre students who have completed or nearly completed a doctoral program in the natural sciences or engineering in a Canadian university. In this workshop, participants will learn about NSERC funding opportunities for post graduate research.This information session is led by Valerie Harbour and Catherine Harrison.Valerie Harbour holds a PhD in Psychology/Neuroscience from Concordia University where she conducted research on circadian rhythms in rodents. She joined NSERC in 2012 and has been a Team Leader in the Scholarships and Fellowships Division since 2014. Valerie is also the manager for the Chairs for Women in Science and Engineering program and is responsible for integrat"
048543,GPLL,478,Scholarships for International Doctoral Students,PDEV,"There are a variety of available funding resources open to international students who are completing doctoral research at Concordia University. Join us to learn more about the range of funding opportunities offered to non-Canadian PhD students by the Canadian and Quebec governments, as well as numerous foundations and companies.   In this workshop, participants will:1. Increase their awareness of funding opportunities for international doctoral students.2. Learn about application processes for some awards programs.This workshop is led by Dolly Grewal, External Awards Advisor, Graduate Awards, School of Graduate Studies.Dolly Grewal is a Graduate Awards Advisor at the School of Graduate Studies. Prior to joining Concordia University, she worked for Global Affairs Canada at the Department of Foreign Affairs and International Trade (DFAIT) and received a Master?s degree in International Development from University of Ottawa. Currently, she is responsible for the evaluation process of external"
048601,GPLL,73,Fund Writing Peer Review - SSHRC Research Creation,PDEV,"This peer writing group provides a supportive environment to develop your research statement for your SSHRC Research Creation funding application. Time in-class will be spent in small groups discussing individual proposals. If you do not have a draft of your proposal that you can share with the class, you are not welcome in this workshop. IMPORTANT NOTES1. Participants must have completed GPLL465 ? Fund Writing Strategies prior to this workshop.2. To participate in this workshop you MUST submit a draft of SSHRC funding application to the workshop leaders prior to the workshop. An email will be sent to all participants 5 days prior to the workshop.  Advance submission will allow the workshop leader and peers to review your work and give you more personalized feedback.   If you do not provide a draft of your SSHRC application in advance of the workshop you will be dropped from the class and charged the non-attendance fee.  3. This workshop is specifically for Canadian citizens and permanent reside"
048610,GPLL,247,Introduction to Research Data Management in the Social Sciences,PDEV,"This workshop will introduce students to the main issues and activities related to the management of research data in the social sciences. The content will be relevant to any student who gathers his or her own research data as well as to research assistants and members of research teams.   The session will start with a quick overview of the Canadian context of data management. We will answer some basic questions: Why should we manage our data? What are the benefits of data curation for researchers and the academic community? We will review the activities associated with all stages of the research lifecycle going from research planning all the way to post-publication activities. The main topics covered will include data management plans, data storage and security, file formats, documentation and metadata, data archiving and data sharing. Participants will learn about some tools used to clean and manipulate data and be introduced to existing data repositories. The workshop will consist of a formal presentation"
048612,GPLL,243,Using Zotero for Grads,PDEV,"In this hands-on workshop you will learn how to use Zotero, a desktop and web-based tool that you can use to organize the references you find in library catalogues and databases, insert citations in your papers, and prepare bibliographies or reference lists quickly and effectively, in a wide variety of citation styles (e.g. APA, MLA, Chicago, et cetera). We will look at how to integrate Zotero with Microsoft Word, LibreOffice, and Google Docs. We will also cover how to share folders and citations (e.g., for collaborative projects or to disseminate reading lists). No experience with Zotero is necessary.In this workshop, participants will learn how to:1. Use Zotero to manage citations and automate the creation of bibliographies2. Integrate Zotero with Microsoft Word and Google Docs when writing papers3. Share Zotero folders for collaborative projects or to disseminate course reading listsThis workshop will be led by Joshua Chalifour or Michael Groenendyk.Joshua Chalifour is a Digital Scholars"
048849,GPLL,253,Systematic Reviews: The Basics,PDEV,"This workshop will take you through the basics of a systematic review: what it is, how it differs from other types of reviews.  The session will explore the time and resources required to carry out a systematic review, as well as outline the first steps you can take to get one started.1. Understand the difference between a systematic review and other common types of reviews.2. Understand the time required to carry out a systematic review.3. Identify the resources needed to carry out a systematic review. 4. Become aware of the initial steps that should be taken in preparation for carrying out a systematic review........This workshop is led by Katharine Hall and Krista Alexander. Katharine Hall is the Subject Librarian for Biology and Exercise Science at Concordia University Library. She holds a BSc in Biochemistry from McMaster University and a Masters in Library and Information Sciences from University of Western Ontario. Krista Alexander is the Subject Librarian for Physics, Chemistry & Biochemistry"
048850,GPLL,254,Systematic Review Searching,PDEV,"This workshop will provide an in-depth look at the systematic review search process.  It will cover a variety of database searching techniques, including the use of specialized vocabulary in the construction of your systematic review search. The use of limiters, grey literature sources, and data management as it relates to systematic reviews will also be explored. Previous knowledge about systematic review methodology is beneficial. Attendance in the Systematic Reviews: the Basics, is recommended, but not mandatory.1. Understand how to use a databases specialized vocabulary to create a more robust systematic review search strategy. 2. Identify resources specific to your subject area and systematic review topic, that should be searched. 3. Understand how the use of limiters can affect your systematic review search results.4. Become aware of grey literature sources of potential use to your systematic review search. 5. Understand the kind of documentation needed to ensure a reproducible systematic search s"
049059,GPLL,469,Listening to Leadership Stories from Vanier Scholars at Concordia,PDEV,"The Vanier CGS program helps Canadian universities attract sought-after doctoral students from across Canada and the world. This prestigious program is supported by the three federal granting agencies (Canadian Institutes for Health Research - CIHR, Natural Sciences and Engineering Research Council of Canada - NSERC, and the Social Sciences and Humanities Research Council of Canada - SSHRC). Doctoral students who are awarded a Vanier scholarship demonstrate leadership skills and a high standard of scholarly achievement in graduate studies in the social sciences and/or humanities, natural sciences and/or engineering and health. Several Vanier SSHRC and NSERC Scholars will describe their own personal journey and provide insights and tips on how to develop leadership skills when preparing a scholarship application. A question and answer period will follow.  Learning ObjectivesIn this workshop you will:1. Increase your awareness on how to plan and prepare a scholarship application package.   2. Value the m"
049097,GPLL,237,Introduction to Web Archiving with Webrecorder,PDEV,"This workshop will focus on ?human scale? archiving of websites and social media with Webrecorder, a free and open-source browser-based web archiving software. The workshop will give an introduction to some fundamental concepts and tools in web archiving, including a comparison between crawler-based approaches and those enabled by smaller-scale but higher-fidelity tools like Webrecorder. Participants will then apply this knowledge to create their own web archives using Webrecorder, which can be re-played, preserved, and examined independently of what happens to the sites captured on the live web. No prior knowledge or technical skills are required.In this workshop, participants will: 1. Learn the fundamental concepts and terminology of web archiving; 2. Learn how to use Webrecorder to create web archives of sites on the live web for free; 3. Create a web archive in the WARC format from a website of their choosing; and 4. Learn about software that can be used to replay and study web archives offline."
049210,GPLL,240,Mapping Montreal open data with ArcGIS Online,PDEV,"In this workshop participants will learn about the open data available through the Service de Police de la Ville de Montr?al and Statistics Canada?s open data portals. Following this introduction to Montreal-based crime data, participants will learn how this data can be placed on a map using the web-based program ArcGIS online, and how different data visualization techniques can be used to display the data in ways that give new insight into what is happening across the city.  In this workshop participants will be introduced to: -sources for Montreal statistics -basic mapping techniques-basic data visualization techniques. This workshop is led by Michael Groenendyk.  Michael Groenendyk is a Digital Scholarship and Business Librarian at Concordia."
049444,GPLL,202,Acfas Journï¿½es de la relï¿½ve en recherche,PDEV,"Vous d?sirez obtenir des trucs et astuces pour mieux r?ussir vos ?tudes aux cycles sup?rieurs ou pour int?grer le march? du travail? Les Journ?es de la rel?ve en recherche sont l? pour vous!  ? l?occasion de la rentr?e universitaire, l?Acfas organise deux journ?es enti?rement consacr?es ? la valorisation et ? l?accompagnement de la rel?ve en recherche. ? cette occasion, pr?s de 200 ?tudiants (2e et 3e cycles) et chercheurs postdoctoraux, issus de toutes les r?gions du Qu?bec, sont invit?s ? participer ? une vingtaine dactivit?s de formation, de discussion, de r?seautage? et de divertissement!Pour plus d?tails, veuillez consulter: https://www.acfas.ca/evenements/journees-de-la-releve-en-recherche. Les frais de participation d?tudiants de Concordia sera pay? par l??cole des ?tudes sup?rieurs. Diff?rentes activit?s sont au programme de ces Journ?es :- Une table ronde douverture : des intervenants t?moigneront de leur parcours, de leur entr?e sur le march? du travail apr?s un doctorat et de limpa"
049455,GPLL,38,Getting Started with Statistics,PDEV,"Statistical analyses skills are a crucial part of every graduate student?s professional toolkit. Statistics are used in many fields to quantify results in order to make them easy to interpret and communicate. These skills are essential to critically evaluate academic articles and reports that you encounter in your own work.This workshop will seek to provide a review of basic concepts in statistics (such as mean, mode, median, variance and standard deviation) that are useful to understand, critique and communicate data. Additionally, you will learn how to carry out a simple statistical analysis to compare two groups of numerical data. The workshop will conclude with a discussion of what software or tool is most appropriate given the format or structure of your data. The first session of the workshop will focus on estimating different measures, and basic statistical tests. The second part of the workshop will focus on sampling techniques, reporting statistical analysis, and how to critically interpret stati"
049458,GPLL,245,Researching Indigenous topics at the library,PDEV,"This is an introductory workshop for students in all disciplines who wish to better understand and include Indigenous perspectives in their research. The workshop will give a brief introduction to Indigenous peoples history in Canada and provide context to current research on indigenous topics, including a discussion around terminology and the library as a colonial institution. The instructor will guide students through recommended print and online resources for Indigenous topics, including scholarly materials, government publications and research ethics guidelines. In this workshop, pariticpants will: 1. Gain an understanding of the colonial history of libraries. 2. Understand the context and limits of terminology. 3. Discover current resources relevant to Indigenous topics across disciplines. 4. Identify the different ethical guidelines regarding Indigenous research in Canada.This workshop is led by Michelle Lake.Michelle Lake is the Government Publications Librarian and Subject librarian f"
049460,GPLL,246,Using and Sharing Open Access Content: Creative Commons Licenses,PDEV,"Learn how to get, collaborate on, and share open access research or creative content with Creative Commons (CC) licences. Whether you need images for a presentation, are seeking information to inform your own research, or want to mix sounds into new music, Creative Commons licences enable you to access and share with a greatly expanding, global body of work. In this workshop you will find out what the Creative Commons is and how to use CC licences. We will practice working with CC content and look at the ramifications of applying different licences to our own work. We will also explore some useful tools for finding CC-licensed work.In this workshop, participants will: 1. Understand how Creative Commons licences function in conjunction with copyright2. Discover sources of open access, CC-licensed works 3. Experiment with using CC licences, including proper attributionsThis workshop is led by Joshua Chalifour.Joshua Chalifour is a Digital Scholarship & Journalism and Communication Studies Librari"
049462,GPLL,12,From Scholarly Research to Crafting an Op-Ed,PDEV,"Although academic journals and other scholarly outlets are valuable, their impact outside of academia is questionable as scholarly publications often sit in digital repositories where they are rarely read by non-academics.Given that graduate students investigate some of the most pressing issues in society, we must find ways to ensure that our work reaches the broader public. One way of doing this is to engage in op-ed writing. Op-eds are opinion pieces written on a newsworthy topic by someone that is unaffiliated with the newspaper. They enable you to bring your voice, expertise and authority on important issues to the greater public, in real-time.In this 2-hour workshop we outline the key elements and strategies that contribute to writing powerful op-eds that journal editors will want to publish. First, we present the theory behind writing op-eds, including: what is an op-ed, what are news cycles, and how do the two fit together; the benefits of writing an op-ed; and analyze the components, structure,"
049478,GPLL,42,Planning Your Thesis Submission,PDEV,"Your graduate thesis is one of the ways that Concordia fulfills its mission to create and disseminate knowledge.  As an official Concordia document, your thesis needs to meet certain requirements.  If you are a masters or doctoral student in the early or middle stages of drafting your thesis, this workshop is for you.  In this workshop, we review the who?s who of thesis submission, the different kinds of thesis (research creation, manuscript-based, traditional) and the various tasks they require you to complete.  We will also review deadlines and procedures for thesis submission and graduation.  Workshop activities allow you to plan your thesis defence and submission.After attending this workshop, participants will be able to:1. Identify the formal academic committee and structures that must review or approve a thesis 2. Describe the different kinds of thesis, and special considerations for each3. Identify important deadlines for thesis submission4. Plan the important tasks and milestones leading u"
037153,GPLT,320,Franï¿½ais pour le travail (Niveau 5) - avancï¿½,PDEV,"GradProSkills will contact you by email to schedule your individual assessment during the first 2 weeks of the semester.  Failure to complete an assessment may result in you beginning dropped from the class. If you have previously participated in a GradProSkills French workshop you are still required to undertake this assessment. GradProSkills offers five levels of French workshops. This class is associated with LEVEL 5. It is intended for students who have AN ADVANCED KNOWLEDGE OF FRENCH.Ce cours a pour but de donner aux ?tudiant(e)s une occasion de se familiariser avec les exigences linguistiques du monde du travail au Qu?bec. Il offrira ? l??tudiant(e) du soutien pour produire ses propres documents en fran?ais ainsi que de nombreux exercices visant ? pratiquer et ? am?liorer sa ma?trise de la langue dans le contexte de l?emploi.Notez bien : ce cours n?cessite quelques heures de travail en dehors des heures d?atelier.Pendant de cours, nous"
037154,GPLT,330,French Conversation Group (Level 2) ? Novice,PDEV,"GradProSkills will contact you by email to schedule your individual assessment during the first 2 weeks of the semester.  Failure to complete an assessment may result in you beginning dropped from the class and charged the non-attendance fee. If you have previously participated in a GradProSkills French workshop you are still required to undertake this assessment. This ten-week, twice-weekly workshop offers French learners the opportunity to practice their oral skills in a group setting facilitated by a native French speaker. This is a conversation practice group, meaning there will be no written assignments. Students will build their vocabulary and spoken sentence structure through in-class group activities. GradProSkills offers five levels of French conversation groups. This class is associated with LEVEL 2. It is intended for students who have A BASIC KNOWLEDGE OF FRENCH.This conversation group will help students:1. Introduce oneself profes"
037155,GPLT,331,French Conversation Group (Level 1) ? New to French,PDEV,"This ten-week, twice-weekly workshop offers French learners the opportunity to practice their oral skills in a group setting facilitated by a native French speaker. This is a conversation practice group, meaning there will be no written assignments. Students will build their vocabulary and spoken sentence structure through in-class group activities. GradProSkills offers five levels of French conversation groups.  This class is associated with LEVEL 1. It is intended for students who have NO PRIOR FRENCH KNOWLEDGE. This conversation group will help students:1. Introduce oneself and ask simple questions about others 2. Speak about their daily life and environment 3. Ask for and provide basic information such as directions, weather, time and date. Linguistic focus:?Vocabulary: 500 most frequent words used in French with a focus on vocabulary needed to complete the tasks mentioned above?Grammar: Present tense, question formation, Negation, and more??Pronunciation: Introduction to vowel a"
037157,GPLT,335,French Conversation Group (Level 3) ? Intermediate 1,PDEV,"GradProSkills will contact you by email to schedule your individual assessment during the first 2 weeks of the semester.  Failure to complete an assessment may result in you beginning dropped from the class. If you have previously participated in a GradProSkills French workshop you are still required to undertake this assessment. This ten-week, twice-weekly workshop offers French learners the opportunity to practice their oral skills in a group setting facilitated by a native French speaker. This is a conversation practice group, meaning there will be no written assignments. Students will build their vocabulary and spoken sentence structure through in-class group activities. GradProSkills offers five levels of French conversation groups. This class is associated with LEVEL 3. It is intended for students who have A BEGINNER TO INTERMEDIATE KNOWLEDGE OF FRENCH.This conversation group will help students:1. Introduce oneself and describe one?s aca"
037158,GPLT,340,French Conversation Group (Level 4) ? Intermediate 2,PDEV,"GradProSkills will contact you by email to schedule your individual assessment during the first 2 weeks of the semester.  Failure to complete an assessment may result in you beginning dropped from the class. If you have previously participated in a GradProSkills French workshop you are still required to undertake this assessment. This ten-week workshop offers French learners the opportunity to practice their oral skills in a group setting facilitated by a native French speaker. This is a conversation practice group, meaning there will be no written assignments. Students will build their vocabulary and spoken sentence structure through in-class group activities. GradProSkills offers five levels of French conversation groups. This class is associated with LEVEL 4. It is intended for students who have AN INTERMEDIATE KNOWLEDGE OF FRENCH.This conversation group will help students:1. Describe one?s academic and professional projects as would be req"
